Z01FUNCAT01	FUNCAT
Z01FUNOLI01	FUNOLI
Z01FUNOLI02	FUNOLI
Z01FUNOLI03	FUNOLI
Z01FUNOLI04	FUNOLI
Z02FUNOLI01	FUNOLI
Z02FUNOLI02	FUNOLI
Z02FUNOLI03	FUNOLI
Z02FUNOLI04	FUNOLI
Z02FUNOLI05	FUNOLI
Z02FUNOLI06	FUNOLI
Z02FUNOLI07	FUNOLI
Z02FUNOLI08	FUNOLI
Z02FUNOLI09	FUNOLI
Z02FUNOLI10	FUNOLI
Z03FUNCAT01	FUNCAT
Z03FUNCAT02	FUNCAT
Z03FUNOLI01	FUNOLI
Z03FUNOLI02	FUNOLI
Z03FUNOLI03	FUNOLI
Z03FUNOLI04	FUNOLI
Z03FUNOLI05	FUNOLI
Z03FUNOLI06	FUNOLI
Z04FUNOLI01	FUNOLI
Z04FUNOLI02	FUNOLI
Z04FUNOLI03	FUNOLI
Z04FUNOLI04	FUNOLI
Z04FUNOLI05	FUNOLI
Z04FUNOLI06	FUNOLI
Z04FUNOLI07	FUNOLI
Z04FUNOLI08	FUNOLI
Z04FUNOLI09	FUNOLI
Z05FUNCAT01	FUNCAT
Z05FUNCAT02	FUNCAT
Z05FUNCAT03	FUNCAT
Z05FUNCAT04	FUNCAT
Z05FUNCAT05	FUNCAT
Z05FUNCAT06	FUNCAT
Z05FUNOLI01	FUNOLI
Z05FUNOLI02	FUNOLI
Z05FUNOLI03	FUNOLI
Z05FUNOLI04	FUNOLI
Z05FUNOLI05	FUNOLI
Z05FUNOLI06	FUNOLI
Z05FUNOLI07	FUNOLI
Z05FUNOLI08	FUNOLI
Z05FUNOLI09	FUNOLI
Z05FUNOLI10	FUNOLI
Z06FUNOLI01	FUNOLI
Z06FUNOLI02	FUNOLI
Z06FUNOLI03	FUNOLI
Z06FUNOLI04	FUNOLI
Z07FUNCAT01	FUNCAT
Z07FUNCAT02	FUNCAT
Z07FUNOLI01	FUNOLI
Z07FUNOLI02	FUNOLI
Z07FUNOLI03	FUNOLI
Z07FUNOLI04	FUNOLI
Z07FUNOLI05	FUNOLI
Z07FUNOLI06	FUNOLI
Z07FUNOLI07	FUNOLI
Z07FUNOLI08	FUNOLI
Z07FUNOLI09	FUNOLI
Z07FUNOLI10	FUNOLI
Z09FUNOLI01	FUNOLI
Z09FUNOLI02	FUNOLI
Z09FUNOLI03	FUNOLI
Z09FUNOLI04	FUNOLI
Z09FUNOLI05	FUNOLI
Z09FUNOLI06	FUNOLI
Z09FUNOLI07	FUNOLI
Z09FUNOLI08	FUNOLI
Z09FUNOLI09	FUNOLI
Z10FUNOLI01	FUNOLI
Z10FUNOLI02	FUNOLI
Z10FUNOLI03	FUNOLI
Z10FUNOLI04	FUNOLI
Z10FUNOLI05	FUNOLI
Z11FUNOLI01	FUNOLI
Z11FUNOLI02	FUNOLI
Z11FUNOLI03	FUNOLI
Z11FUNOLI04	FUNOLI
Z11FUNOLI05	FUNOLI
Z11FUNOLI06	FUNOLI
Z13FUNOLI01	FUNOLI
Z14FUNOLI01	FUNOLI
Z16FUNOLI01	FUNOLI
Z16FUNOLI02	FUNOLI
Z16FUNOLI03	FUNOLI
Z16FUNOLI04	FUNOLI
Z16FUNOLI05	FUNOLI
Z16FUNOLI06	FUNOLI
Z16FUNOLI07	FUNOLI
Z16FUNOLI08	FUNOLI
Z16FUNOLI09	FUNOLI
Z16FUNOLI10	FUNOLI
Z17FUNOLI01	FUNOLI
Z17FUNOLI02	FUNOLI
Z17FUNOLI03	FUNOLI
Z17FUNOLI04	FUNOLI
Z17FUNOLI05	FUNOLI
Z17FUNOLI06	FUNOLI
Z17FUNOLI07	FUNOLI
Z18FUNOLI01	FUNOLI
Z18FUNOLI02	FUNOLI
Z18FUNOLI03	FUNOLI
Z18FUNOLI04	FUNOLI
Z18FUNOLI05	FUNOLI
Z24FUNCAT01	FUNCAT
Z24FUNCAT02	FUNCAT
Z24FUNCAT03	FUNCAT
Z24FUNCAT04	FUNCAT
Z24FUNCAT05	FUNCAT
Z24FUNCAT06	FUNCAT
Z24FUNOLI01	FUNOLI
Z24FUNOLI02	FUNOLI
Z24FUNOLI03	FUNOLI
Z24FUNOLI04	FUNOLI
Z24FUNOLI05	FUNOLI
Z26FUNCAT01	FUNCAT
Z26FUNOLI01	FUNOLI
Z26FUNOLI02	FUNOLI
Z26FUNOLI04	FUNOLI
Z26FUNOLI05	FUNOLI
Z26FUNOLI06	FUNOLI
Z26FUNOLI07	FUNOLI
Z26FUNOLI08	FUNOLI
Z28FUNOLI01	FUNOLI
Z31FUNOLI01	FUNOLI
Z33FUNOLI01	FUNOLI
Z34FUNCAT01	FUNCAT
Z35FUNCAT01	FUNCAT
Z35FUNCAT02	FUNCAT
Z35FUNCAT03	FUNCAT
Z39FUNCAT01	FUNCAT
Z39FUNCAT02	FUNCAT
Z39FUNOLI01	FUNOLI
Z39FUNOLI02	FUNOLI
Z41FUNCAT01	FUNCAT
Z41FUNOLI01	FUNOLI
Z43FUNCAT01	FUNCAT
Z43FUNCAT02	FUNCAT
Z43FUNCAT03	FUNCAT
Z43FUNCAT04	FUNCAT
Z43FUNCAT05	FUNCAT
Z43FUNCAT06	FUNCAT
Z43FUNCAT07	FUNCAT
Z43FUNCAT08	FUNCAT
Z43FUNCAT09	FUNCAT
Z43FUNCAT10	FUNCAT
Z45FUNCAT01	FUNCAT
Z45FUNCAT02	FUNCAT
Z45FUNCAT03	FUNCAT
Z45FUNCAT04	FUNCAT
Z48FUNOLI01	FUNOLI
Z49FUNCAT01	FUNCAT
Z49FUNCAT02	FUNCAT
Z49FUNCAT03	FUNCAT
Z51FUNCAT01	FUNCAT
Z51FUNCAT02	FUNCAT
Z51FUNCAT03	FUNCAT
Z51FUNCAT04	FUNCAT
Z51FUNCAT05	FUNCAT
Z51FUNCAT06	FUNCAT
Z51FUNCAT07	FUNCAT
Z51FUNCAT08	FUNCAT
Z51FUNCAT09	FUNCAT
Z51FUNCAT10	FUNCAT
Z51FUNOLI01	FUNOLI
Z51FUNOLI02	FUNOLI
Z51FUNOLI03	FUNOLI
Z51FUNOLI04	FUNOLI
Z51FUNOLI05	FUNOLI
Z51FUNOLI06	FUNOLI
Z51FUNOLI08	FUNOLI
Z51FUNOLI09	FUNOLI
Z52FUNOLI01	FUNOLI
Z52FUNOLI02	FUNOLI
Z53FUNCAT01	FUNCAT
Z53FUNCAT02	FUNCAT
Z53FUNCAT03	FUNCAT
Z53FUNCAT04	FUNCAT
Z53FUNCAT05	FUNCAT
Z53FUNCAT07	FUNCAT
Z53FUNCAT08	FUNCAT
Z54FUNCAT01	FUNCAT
Z54FUNCAT02	FUNCAT
Z54FUNCAT03	FUNCAT
Z54FUNCAT04	FUNCAT
Z54FUNOLI01	FUNOLI
Z54FUNOLI02	FUNOLI
Z54FUNOLI03	FUNOLI
Z56FUNCAT01	FUNCAT
Z56FUNCAT02	FUNCAT
Z56FUNCAT03	FUNCAT
Z57FUNCAT01	FUNCAT
Z57FUNCAT02	FUNCAT
Z57FUNOLI01	FUNOLI
Z59FUNCAT01	FUNCAT
Z59FUNCAT02	FUNCAT
Z59FUNCAT03	FUNCAT
Z59FUNCAT04	FUNCAT
Z59FUNCAT05	FUNCAT
Z59FUNCAT06	FUNCAT
Z60FUNCAT01	FUNCAT
Z60FUNCAT02	FUNCAT
Z60FUNCAT03	FUNCAT
Z60FUNCAT04	FUNCAT
Z60FUNCAT05	FUNCAT
Z60FUNCAT06	FUNCAT
Z60FUNCAT07	FUNCAT
Z62FUNCAT01	FUNCAT
Z62FUNCAT02	FUNCAT
Z62FUNOLI01	FUNOLI
Z62FUNOLI02	FUNOLI
Z63FUNOLI01	FUNOLI
Z65FUNCAT01	FUNCAT
Z65FUNCAT02	FUNCAT
Z65FUNCAT03	FUNCAT
Z65FUNCAT04	FUNCAT
Z65FUNCAT05	FUNCAT
Z65FUNCAT06	FUNCAT
Z65FUNCAT07	FUNCAT
Z65FUNOLI01	FUNOLI
Z65FUNOLI02	FUNOLI
Z65FUNOLI03	FUNOLI
Z65FUNOLI04	FUNOLI
Z66FUNCAT01	FUNCAT
Z66FUNCAT02	FUNCAT
Z66FUNCAT03	FUNCAT
Z66FUNCAT04	FUNCAT
Z66FUNCAT05	FUNCAT
Z66FUNCAT06	FUNCAT
Z66FUNCAT07	FUNCAT
Z66FUNCAT08	FUNCAT
Z66FUNCAT09	FUNCAT
Z66FUNOLI01	FUNOLI
Z66FUNOLI02	FUNOLI
Z66FUNOLI03	FUNOLI
Z66FUNOLI04	FUNOLI
Z66FUNOLI05	FUNOLI
Z66FUNOLI06	FUNOLI
Z66FUNOLI07	FUNOLI
Z66FUNOLI08	FUNOLI
Z67FUNCAT01	FUNCAT
Z67FUNCAT02	FUNCAT
Z67FUNCAT03	FUNCAT
Z67FUNCAT04	FUNCAT
Z67FUNCAT05	FUNCAT
Z67FUNCAT06	FUNCAT
Z67FUNCAT07	FUNCAT
Z67FUNCAT08	FUNCAT
Z67FUNCAT09	FUNCAT
Z67FUNOLI01	FUNOLI
Z67FUNOLI02	FUNOLI
Z69FUNCAT01	FUNCAT
Z69FUNCAT02	FUNCAT
Z69FUNCAT03	FUNCAT
Z69FUNCAT04	FUNCAT
Z69FUNCAT05	FUNCAT
Z70FUNCAT01	FUNCAT
Z70FUNCAT02	FUNCAT
